Nome Jogador,Valor Mercado,ID_Jogador,País de Origem,Posição,Numero_da_Camisa,Data_de_Nascimento,Altura,Pe,No_time_desde,Identifier,Camp,Ano,Time
Pedrinho,-,992532,Brasil,            Ponta Direita,-,18/04/2003 (17),"1,77m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
André Luiz,-,919262,Brasil,            Ponta Direita,17,23/02/2002 (18),"1,87m",esquerdo,01/07/2023,BRA1_2022,BRA1,2022,CR Flamengo
Matheus Gonçalves,-,961046,Brasil,            Ponta Direita,40,18/08/2005 (15),"1,75m",esquerdo,01/01/2023,BRA1_2022,BRA1,2022,CR Flamengo
Gabriel Barbosa,"20,00 mi. €",244275,Brasil,            Centroavante,9,30/08/1996 (24),"1,78m",esquerdo,31/01/2020,BRA1_2022,BRA1,2022,CR Flamengo
Pedro,"12,00 mi. €",432895,Brasil,            Centroavante,21,20/06/1997 (23),"1,85m",direito,01/01/2021,BRA1_2022,BRA1,2022,CR Flamengo
Ryan Luka,-,900456,Brasil,            Centroavante,-,30/04/2003 (17),"1,86m",direito,,BRA1_2022,BRA1,2022,CR Flamengo
Mateusão,-,743596,Brasil,            Centroavante,46,23/04/2004 (16),"1,84m",direito,01/01/2022,BRA1_2022,BRA1,2022,CR Flamengo
Santos,"3,50 mi. €",140811,Brasil,            Goleiro,1,17/03/1990 (31),"1,88m",direito,01/04/2022,BRA1_2023,BRA1,2023,CR Flamengo
Hugo Souza,"3,50 mi. €",574901,Brasil,            Goleiro,45,31/01/1999 (22),"1,99m",direito,01/09/2019,BRA1_2023,BRA1,2023,CR Flamengo
Agustín Rossi,"3,20 mi. €",352324,Argentina,            Goleiro,17,21/08/1995 (26),"1,93m",direito,01/07/2023,BRA1_2023,BRA1,2023,CR Flamengo
Kauã Santos,-,997861,Brasil,            Goleiro,-,11/04/2003 (18),"1,98m",direito,,BRA1_2023,BRA1,2023,CR Flamengo
Lucas Furtado,-,1087843,Brasil,            Goleiro,-,09/03/2005 (16),"1,97m", ,,BRA1_2023,BRA1,2023,CR Flamengo
Caio Barone,-,1087860,Brasil,            Goleiro,-,04/05/2006 (15),"1,96m",direito,,BRA1_2023,BRA1,2023,CR Flamengo
Matheus Cunha,-,876739,Brasil,            Goleiro,25,24/05/2001 (20),"1,93m",direito,01/01/2023,BRA1_2023,BRA1,2023,CR Flamengo
Dyogo Alves,-,1082543,Brasil,            Goleiro,49,09/01/2004 (17),"1,88m",direito,01/01/2025,BRA1_2023,BRA1,2023,CR Flamengo
Pablo,"8,00 mi. €",149577,Brasil,            Zagueiro,30,21/06/1991 (30),"1,88m",direito,14/03/2022,BRA1_2023,BRA1,2023,CR Flamengo
Rodrigo Caio,"6,00 mi. €",172054,Brasil,            Zagueiro,3,17/08/1993 (28),"1,82m",direito,01/01/2019,BRA1_2023,BRA1,2023,CR Flamengo
Léo Pereira,"3,50 mi. €",288431,Brasil,            Zagueiro,4,31/01/1996 (25),"1,89m",esquerdo,31/01/2020,BRA1_2023,BRA1,2023,CR Flamengo
Fabrício Bruno,"3,00 mi. €",432773,Brasil,            Zagueiro,15,12/02/1996 (25),"1,92m",direito,09/02/2022,BRA1_2023,BRA1,2023,CR Flamengo
David Luiz,"3,00 mi. €",46741,Brasil,            Zagueiro,23,22/04/1987 (34),"1,89m",direito,01/09/2021,BRA1_2023,BRA1,2023,CR Flamengo
Gabriel Noga,"2,00 mi. €",627215,Brasil,            Zagueiro,41,25/01/2002 (19),"1,83m",direito,01/01/2022,BRA1_2023,BRA1,2023,CR Flamengo
Diegão,-,886563,Brasil,            Zagueiro,-,29/07/2003 (18),"1,88m",direito,,BRA1_2023,BRA1,2023,CR Flamengo
Darlan Batista,-,997862,Brasil,            Zagueiro,-,03/03/2004 (17),"1,85m",esquerdo,,BRA1_2023,BRA1,2023,CR Flamengo
Cleiton,-,943237,Brasil,            Zagueiro,33,25/04/2003 (18),"1,94m",esquerdo,01/01/2022,BRA1_2023,BRA1,2023,CR Flamengo
Ayrton Lucas,"4,50 mi. €",349585,Brasil,            Lateral Esq.,6,19/06/1997 (24),"1,80m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,CR Flamengo
Ramon,"2,00 mi. €",663578,Brasil,            Lateral Esq.,-,13/03/2001 (20),"1,79m",esquerdo,01/01/2020,BRA1_2023,BRA1,2023,CR Flamengo
Filipe Luís,"1,00 mi. €",21725,Brasil,            Lateral Esq.,16,09/08/1985 (36),"1,82m",esquerdo,22/07/2019,BRA1_2023,BRA1,2023,CR Flamengo
Marcos Paulo,-,978039,Brasil,            Lateral Esq.,-,18/01/2003 (18),"1,83m",esquerdo,,BRA1_2023,BRA1,2023,CR Flamengo
Pedro Inácio,-,1102692,Brasil,            Lateral Esq.,-,12/05/2005 (16),-,esquerdo,,BRA1_2023,BRA1,2023,CR Flamengo
Zé Welinton,-,1069871,Brasil,            Lateral Esq.,39,08/01/2004 (17),"1,69m",esquerdo,,BRA1_2023,BRA1,2023,CR Flamengo
Matheuzinho,"8,00 mi. €",594226,Brasil,            Lateral Dir.,34,08/09/2000 (21),"1,71m",direito,01/07/2020,BRA1_2023,BRA1,2023,CR Flamengo
Guillermo Varela,"2,50 mi. €",188862,Uruguai,            Lateral Dir.,2,24/03/1993 (28),"1,73m",direito,12/01/2023,BRA1_2023,BRA1,2023,CR Flamengo
Daniel Sales,-,1082609,Brasil,            Lateral Dir.,-,23/06/2006 (15),"1,78m",direito,,BRA1_2023,BRA1,2023,CR Flamengo
Wesley,-,964580,Brasil,            Lateral Dir.,43,06/09/2003 (18),"1,78m",direito,01/01/2023,BRA1_2023,BRA1,2023,CR Flamengo
Erick Pulgar,"8,50 mi. €",215616,Chile,            Volante,5,15/01/1994 (27),"1,87m",direito,29/07/2022,BRA1_2023,BRA1,2023,CR Flamengo
Allan,"6,00 mi. €",385271,Brasil,            Volante,21,03/03/1997 (24),"1,72m",esquerdo,01/07/2023,BRA1_2023,BRA1,2023,CR Flamengo
Thiago Maia,"5,00 mi. €",294873,Brasil,            Volante,8,23/03/1997 (24),"1,79m",esquerdo,12/01/2022,BRA1_2023,BRA1,2023,CR Flamengo
Rayan Lucas,-,1087842,Brasil,            Volante,63,03/01/2005 (16),"1,85m",direito,,BRA1_2023,BRA1,2023,CR Flamengo
Weverson,-,868810,Brasil,            Volante,-,11/08/2003 (18),"1,86m",esquerdo,,BRA1_2023,BRA1,2023,CR Flamengo
Jean Carlos,-,1082600,Brasil,            Volante,-,08/02/2004 (17),"1,75m",esquerdo,,BRA1_2023,BRA1,2023,CR Flamengo
Igor Jesus,-,978037,Brasil,            Volante,48,07/03/2003 (18),"1,79m",direito,01/01/2023,BRA1_2023,BRA1,2023,CR Flamengo
Evertton Araújo,-,931007,Brasil,            Volante,52,28/02/2003 (18),"1,85m",direito,01/01/2024,BRA1_2023,BRA1,2023,CR Flamengo
Gerson,"18,00 mi. €",341705,Brasil,            Meia Central,20,20/05/1997 (24),"1,84m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,CR Flamengo
Arturo Vidal,"2,50 mi. €",37666,Chile,            Meia Central,32,22/05/1987 (34),"1,80m",direito,18/07/2022,BRA1_2023,BRA1,2023,CR Flamengo
Victor Hugo,-,749559,Brasil,            Meia Central,29,11/05/2004 (17),"1,82m",esquerdo,01/01/2022,BRA1_2023,BRA1,2023,CR Flamengo
Giorgian de Arrascaeta,"16,00 mi. €",248410,Uruguai,            Meia Ofensivo,14,01/06/1994 (27),"1,74m",direito,12/01/2019,BRA1_2023,BRA1,2023,CR Flamengo
Everton Ribeiro,"7,00 mi. €",52896,Brasil,            Meia Ofensivo,7,10/04/1989 (32),"1,74m",esquerdo,30/06/2017,BRA1_2023,BRA1,2023,CR Flamengo
Rodriguinho,-,1082599,Brasil,            Meia Ofensivo,-,21/04/2004 (17),"1,78m", ,,BRA1_2023,BRA1,2023,CR Flamengo
Lorran,-,1009030,Brasil,            Meia Ofensivo,19,04/07/2006 (15),"1,80m",esquerdo,01/01/2024,BRA1_2023,BRA1,2023,CR Flamengo
Matheus França,-,743597,Brasil,            Meia Ofensivo,42,01/04/2004 (17),"1,84m",direito,01/01/2022,BRA1_2023,BRA1,2023,CR Flamengo
Everton,"18,00 mi. €",321239,Brasil,            Ponta Esquerda,11,22/03/1996 (25),"1,74m",direito,18/07/2022,BRA1_2023,BRA1,2023,CR Flamengo
Bruno Henrique,"6,00 mi. €",353108,Brasil,            Ponta Esquerda,27,30/12/1990 (31),"1,84m",direito,23/01/2019,BRA1_2023,BRA1,2023,CR Flamengo
Werton,-,902438,Brasil,            Ponta Esquerda,-,16/09/2003 (18),"1,70m",direito,,BRA1_2023,BRA1,2023,CR Flamengo
Petterson,-,978057,Brasil,            Ponta Esquerda,37,04/01/2004 (17),"1,81m",direito,01/01/2024,BRA1_2023,BRA1,2023,CR Flamengo
Luiz Araújo,"10,00 mi. €",435485,Brasil,            Ponta Direita,-,02/06/1996 (25),"1,75m",esquerdo,01/07/2023,BRA1_2023,BRA1,2023,CR Flamengo
Marinho,"3,50 mi. €",74758,Brasil,            Ponta Direita,31,29/05/1990 (31),"1,69m",esquerdo,31/01/2022,BRA1_2023,BRA1,2023,CR Flamengo
Thiaguinho,900 mil €,638305,Brasil,            Ponta Direita,-,13/03/2001 (20),"1,70m",esquerdo,01/01/2020,BRA1_2023,BRA1,2023,CR Flamengo
André Luiz,-,919262,Brasil,            Ponta Direita,38,23/02/2002 (19),"1,87m",esquerdo,01/07/2023,BRA1_2023,BRA1,2023,CR Flamengo
Matheus Gonçalves,-,961046,Brasil,            Ponta Direita,40,18/08/2005 (16),"1,75m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,CR Flamengo
Pedrinho,-,992532,Brasil,            Ponta Direita,44,18/04/2003 (18),"1,77m",direito,,BRA1_2023,BRA1,2023,CR Flamengo
Gabriel Barbosa,"26,00 mi. €",244275,Brasil,            Centroavante,10,30/08/1996 (25),"1,78m",esquerdo,31/01/2020,BRA1_2023,BRA1,2023,CR Flamengo
Pedro,"12,00 mi. €",432895,Brasil,            Centroavante,9,20/06/1997 (24),"1,85m",direito,01/01/2021,BRA1_2023,BRA1,2023,CR Flamengo
Ryan Luka,-,900456,Brasil,            Centroavante,-,30/04/2003 (18),"1,86m",direito,,BRA1_2023,BRA1,2023,CR Flamengo
Wallace Yan,-,1082602,Brasil,            Centroavante,-,08/02/2005 (16),"1,80m",direito,,BRA1_2023,BRA1,2023,CR Flamengo
Mateusão,-,743596,Brasil,            Centroavante,46,23/04/2004 (17),"1,84m",direito,01/01/2022,BRA1_2023,BRA1,2023,CR Flamengo
Léo Jardim,"2,50 mi. €",288415,Brasil,            Goleiro,1,20/03/1995 (26),"1,88m",direito,27/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Ivan,"2,50 mi. €",364257,Brasil,            Goleiro,97,02/07/1997 (24),"1,96m",direito,10/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Alexander,100 mil €,668799,Brasil,            Goleiro,55,31/05/1999 (22),"1,90m",direito,21/04/2019,BRA1_2023,BRA1,2023,CR Vasco da Gama
Cadu Neves,-,668229,Brasil,            Goleiro,-,25/03/2003 (18),"1,91m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Halls,-,734169,Brasil,            Goleiro,24,17/06/1999 (22),"1,98m",direito,26/01/2020,BRA1_2023,BRA1,2023,CR Vasco da Gama
Patrick Paixão,-,977701,Brasil,            Goleiro,34,19/02/2003 (18),-, ,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Luis Martinez,-,1083884,Brasil,            Defensores,-,24/11/2005 (16),-, ,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Robson Bambu,"3,00 mi. €",458715,Brasil,            Zagueiro,30,12/11/1997 (24),"1,85m",direito,01/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Léo,"2,70 mi. €",403296,Brasil,            Zagueiro,3,06/03/1996 (25),"1,83m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Maicon,"1,20 mi. €",84695,Brasil,            Zagueiro,4,14/09/1988 (33),"1,91m",direito,01/07/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Gary Medel,"1,00 mi. €",60889,Chile,            Zagueiro,17,03/08/1987 (34),"1,71m",direito,11/07/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Miranda,600 mil €,412376,Brasil,            Zagueiro,35,19/01/2000 (21),"1,81m",direito,01/01/2020,BRA1_2023,BRA1,2023,CR Vasco da Gama
Manuel Capasso,325 mil €,653152,Argentina,            Zagueiro,22,19/04/1996 (25),"1,88m",direito,19/02/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Anderson Conceição,300 mil €,187759,Brasil,            Zagueiro,-,24/10/1989 (32),"1,88m",esquerdo,19/01/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Eric Pimentel,-,999808,Brasil,            Zagueiro,-,15/01/2003 (18),"1,92m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Roger Fellipo,-,1083890,Brasil,            Zagueiro,-,18/02/2004 (17),-, ,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Lyncon,-,1083889,Brasil,            Zagueiro,33,07/05/2005 (16),"1,86m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Zé Vitor,-,982165,Brasil,            Zagueiro,44,10/06/2002 (19),"1,92m",esquerdo,01/01/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Lucas Piton,"5,50 mi. €",670201,Itália,            Lateral Esq.,6,09/10/2000 (21),"1,75m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Paulo Victor,"2,20 mi. €",875511,Brasil,            Lateral Esq.,66,13/04/2001 (20),"1,84m",esquerdo,01/08/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Edimar,600 mil €,74314,Brasil,            Lateral Esq.,-,21/05/1986 (35),"1,80m",esquerdo,19/01/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Jefferson,500 mil €,435211,Brasil,            Lateral Esq.,12,03/01/1997 (24),"1,76m",esquerdo,28/07/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Matheus Julião,-,1083883,Brasil,            Lateral Esq.,-,10/04/2003 (18),"1,78m",esquerdo,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Gabriel Dias,750 mil €,336474,Brasil,            Lateral Dir.,13,10/05/1994 (27),"1,83m",direito,11/04/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
José Luis Rodríguez,500 mil €,430339,Uruguai,            Lateral Dir.,2,14/03/1997 (24),"1,83m",direito,04/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Paulo Henrique,300 mil €,412594,Brasil,            Lateral Dir.,96,25/07/1996 (25),"1,75m",direito,01/01/2024,BRA1_2023,BRA1,2023,CR Vasco da Gama
Paulo Ricardo,-,1083888,Brasil,            Lateral Dir.,29,23/05/2005 (16),"1,75m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Jair,"4,50 mi. €",239294,Brasil,            Volante,8,26/08/1994 (27),"1,78m",direito,13/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Patrick de Lucca,"1,50 mi. €",689737,Brasil,            Volante,5,02/03/2000 (21),"1,80m",direito,01/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Zé Gabriel,"1,50 mi. €",670968,Brasil,            Volante,23,21/01/1999 (22),"1,84m",direito,11/02/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Matheus Barbosa,700 mil €,181784,Brasil,            Volante,-,18/08/1994 (27),"1,84m",ambidestro,15/01/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Lucas Eduardo,-,1083971,Brasil,            Volante,-,13/01/2004 (17),"1,73m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Jerônimo,-,1100476,Brasil,            Meio-Campo,-,21/01/2005 (16),-, ,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Rodrigo,-,1009017,Brasil,            Volante,26,04/06/2002 (19),"1,76m",direito,01/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Mateus Carvalho,-,862574,Brasil,            Volante,85,18/03/2002 (19),"1,84m",esquerdo,01/01/2024,BRA1_2023,BRA1,2023,CR Vasco da Gama
Praxedes,"6,50 mi. €",574765,Brasil,            Meia Central,21,08/02/2002 (19),"1,86m",esquerdo,26/07/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Paulinho Paula,"1,00 mi. €",534473,Brasil,            Meia Central,18,08/01/1997 (24),"1,73m",direito,26/07/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Matías Galarza Fonda,"1,00 mi. €",661269,Paraguai,            Meia Central,19,11/02/2002 (19),"1,75m",esquerdo,20/05/2021,BRA1_2023,BRA1,2023,CR Vasco da Gama
Juninho,450 mil €,740271,Brasil,            Meia Central,50,23/01/2001 (20),"1,74m",direito,01/08/2020,BRA1_2023,BRA1,2023,CR Vasco da Gama
Andrey Santos,-,743600,Brasil,            Meia Central,-,03/05/2004 (17),"1,80m",direito,01/03/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Gabriel Pfeifer,-,1100475,Brasil,            Meia Central,-,12/05/2005 (16),"1,75m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Marlon Gomes,-,668235,Brasil,            Meia Central,25,14/12/2003 (18),"1,84m",direito,01/01/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Dimitri Payet,"5,00 mi. €",37647,França,            Meia Ofensivo,10,29/03/1987 (34),"1,75m",direito,17/08/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Gabriel Carabajal,700 mil €,280157,Argentina,            Meia Ofensivo,20,09/12/1990 (31),"1,78m",direito,20/04/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Nenê,600 mil €,29091,Brasil,            Meia Ofensivo,-,19/07/1981 (40),"1,81m",esquerdo,15/09/2021,BRA1_2023,BRA1,2023,CR Vasco da Gama
Marlon Santos,-,1083963,Brasil,            Meia Ofensivo,-,22/03/2003 (18),"1,75m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Ray Breno,-,1083974,Brasil,            Meia Ofensivo,-,31/08/2004 (17),-, ,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Cauan Barros,-,1083966,Brasil,            Meia Ofensivo,88,06/05/2004 (17),"1,83m",direito,01/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Serginho,775 mil €,456449,Brasil,            Ponta Esquerda,70,06/04/1995 (26),"1,80m",direito,01/07/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Figueiredo,200 mil €,703324,Brasil,            Ponta Esquerda,15,14/08/2001 (20),"1,78m",direito,01/01/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Eguinaldo,-,1033963,Brasil,            Ponta Esquerda,-,09/08/2004 (17),"1,75m",direito,12/08/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Renanzinho,-,1100474,Brasil,            Ponta Esquerda,-,20/01/2005 (16),"1,70m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Luca Orellano,"8,00 mi. €",636784,Argentina,            Ponta Direita,14,22/03/2000 (21),"1,70m",esquerdo,13/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Gabriel Pec,"1,80 mi. €",703321,Brasil,            Ponta Direita,11,11/02/2001 (20),"1,78m",esquerdo,01/09/2019,BRA1_2023,BRA1,2023,CR Vasco da Gama
Rossi,"1,50 mi. €",212114,Brasil,            Ponta Direita,31,22/04/1993 (28),"1,70m",direito,09/08/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Vinícius Paiva,800 mil €,689561,Brasil,            Ponta Direita,-,01/03/2001 (20),"1,70m",direito,01/01/2020,BRA1_2023,BRA1,2023,CR Vasco da Gama
Juan Alvina,-,1083965,Brasil,            Ponta Direita,-,16/02/2003 (18),"1,65m",esquerdo,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Erick Marcus,-,834481,Brasil,            Ponta Direita,16,01/03/2004 (17),"1,77m",direito,01/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Rayan,-,1012564,Brasil,            Ponta Direita,77,03/08/2006 (15),"1,85m",esquerdo,01/07/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Alex Teixeira,"6,50 mi. €",66515,Brasil,            Seg. Atacante,7,06/01/1990 (31),"1,73m",direito,15/07/2024,BRA1_2023,BRA1,2023,CR Vasco da Gama
Sebastián Ferreira,"3,80 mi. €",401727,Paraguai,            Centroavante,9,13/02/1998 (23),"1,80m",direito,27/07/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Pedro Raul,"1,00 mi. €",547443,Brasil,            Centroavante,-,05/11/1996 (25),"1,93m",direito,01/01/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Pablo Vegetti,450 mil €,334229,Argentina,            Centroavante,99,15/10/1988 (33),"1,87m",direito,02/08/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Erick Farias,-,535037,Brasil,            Centroavante,-,03/01/1997 (24),"1,74m",direito,08/04/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
Zé Vitor,-,649722,Brasil,            Centroavante,98,04/11/1998 (23),"1,82m",direito,11/04/2022,BRA1_2023,BRA1,2023,CR Vasco da Gama
João Tavares,-,815678,Brasil,            Centroavante,-,17/04/2002 (19),"1,81m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Rwan Cruz,-,973569,Brasil,            Centroavante,-,20/05/2001 (20),"1,87m",direito,31/03/2023,BRA1_2023,BRA1,2023,CR Vasco da Gama
Cauã Paixão,-,1083960,Brasil,            Centroavante,-,27/05/2004 (17),"1,81m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
GB,-,1083962,Brasil,            Centroavante,-,05/01/2005 (16),"1,90m",direito,,BRA1_2023,BRA1,2023,CR Vasco da Gama
Ricardinho,-,1083964,Brasil,            Atacante,-,03/06/2004 (17),-, ,,BRA1_2023,BRA1,2023,CR Vasco da Gama
João Ricardo,400 mil €,270420,Brasil,            Goleiro,1,06/09/1988 (32),"1,86m",direito,26/02/2021,BRA1_2022,BRA1,2022,Ceará SC
Richard Costa,350 mil €,159893,Brasil,            Goleiro,91,01/03/1991 (29),"1,86m",direito,16/01/2019,BRA1_2022,BRA1,2022,Ceará SC
Vinicius Machado,-,728558,Brasil,            Goleiro,50,29/02/2000 (20),"1,89m",direito,02/03/2021,BRA1_2022,BRA1,2022,Ceará SC
André Luiz,-,371259,Brasil,            Goleiro,67,13/03/2000 (20),"1,89m",direito,01/02/2022,BRA1_2022,BRA1,2022,Ceará SC
Lucas Ribeiro,"2,30 mi. €",605893,Brasil,            Zagueiro,14,19/01/1999 (21),"1,90m",direito,22/07/2023,BRA1_2022,BRA1,2022,Ceará SC
Luiz Otávio,700 mil €,265693,Brasil,            Zagueiro,13,14/09/1988 (32),"1,90m",direito,01/01/2019,BRA1_2022,BRA1,2022,Ceará SC
Messias,525 mil €,401539,Brasil,            Zagueiro,3,03/11/1994 (26),"1,91m",direito,07/03/2021,BRA1_2022,BRA1,2022,Ceará SC
Gabriel Lacerda,500 mil €,742855,Brasil,            Zagueiro,15,29/08/1999 (21),"1,90m",direito,01/02/2020,BRA1_2022,BRA1,2022,Ceará SC
David Ricardo,-,985172,Brasil,            Zagueiro,23,21/12/2002 (18),"1,89m",esquerdo,04/01/2023,BRA1_2022,BRA1,2022,Ceará SC
Marcos Victor,-,980463,Brasil,            Zagueiro,44,26/12/2001 (19),"1,84m",direito,,BRA1_2022,BRA1,2022,Ceará SC
Victor Luís,"1,30 mi. €",234538,Brasil,            Lateral Esq.,33,23/06/1993 (27),"1,77m",esquerdo,05/01/2022,BRA1_2022,BRA1,2022,Ceará SC
Bruno Pacheco,850 mil €,435163,Brasil,            Lateral Esq.,6,08/12/1991 (29),"1,75m",esquerdo,01/01/2020,BRA1_2022,BRA1,2022,Ceará SC
Kelvyn,-,716388,Brasil,            Lateral Esq.,70,07/05/1999 (21),"1,75m",esquerdo,08/06/2020,BRA1_2022,BRA1,2022,Ceará SC
Michel Macedo,"1,10 mi. €",77262,Brasil,            Lateral Dir.,88,15/02/1990 (30),"1,77m",direito,01/01/2022,BRA1_2022,BRA1,2022,Ceará SC
Nino Paraíba,700 mil €,72451,Brasil,            Lateral Dir.,2,10/01/1986 (34),"1,68m",direito,01/01/2022,BRA1_2022,BRA1,2022,Ceará SC
Marcos Ytalo,125 mil €,375242,Brasil,            Lateral Dir.,27,27/04/1996 (24),"1,75m",direito,01/03/2021,BRA1_2022,BRA1,2022,Ceará SC
Atila,-,894773,Brasil,            Lateral Dir.,77,24/02/2002 (18),-, ,,BRA1_2022,BRA1,2022,Ceará SC
Rodrigo Lindoso,"2,00 mi. €",186922,Brasil,            Volante,19,06/06/1989 (31),"1,82m",direito,11/03/2022,BRA1_2022,BRA1,2022,Ceará SC
Richard,"1,20 mi. €",530737,Brasil,            Volante,25,18/02/1994 (26),"1,91m",direito,21/01/2022,BRA1_2022,BRA1,2022,Ceará SC
Richardson,800 mil €,145573,Brasil,            Volante,7,17/08/1991 (29),"1,74m",direito,19/01/2022,BRA1_2022,BRA1,2022,Ceará SC
Marlon,350 mil €,538234,Brasil,            Volante,-,26/02/1990 (30),"1,75m",direito,19/01/2021,BRA1_2022,BRA1,2022,Ceará SC
Da Guia,-,980462,Brasil,            Meio-Campo,54,15/02/2003 (17),-, ,,BRA1_2022,BRA1,2022,Ceará SC
Rubens,-,980563,Brasil,            Volante,92,02/02/2002 (18),"1,66m", ,,BRA1_2022,BRA1,2022,Ceará SC
Fernando Sobral,900 mil €,350342,Brasil,            Meia Central,8,17/12/1994 (26),"1,78m",direito,03/01/2025,BRA1_2022,BRA1,2022,Ceará SC
Guilherme Castilho,-,726005,Brasil,            Meia Central,-,19/09/1999 (21),"1,80m",direito,28/07/2022,BRA1_2022,BRA1,2022,Ceará SC
Wendell,-,1012158,Brasil,            Meia Central,-,14/12/2002 (18),"1,82m",direito,,BRA1_2022,BRA1,2022,Ceará SC
Geovane,-,865572,Brasil,            Meia Central,21,02/03/1999 (21),"1,70m",esquerdo,,BRA1_2022,BRA1,2022,Ceará SC
